TEXT;SENTIMEN
 dapet orang negara ngasih pajak platform kek steam dll aneh noh judi slot napa lolos gitu aja negara judi tindkan illegal trus data bocor pendoxingan aja ;Negatif
 kalo bikin kebijakan bener data penduduk sampe bocor ;Negatif
 dijual datanya nlah data aja kemarin bocor salah ;Negatif
 kominfo blokir pintar menyelesaikan dgn pendekatan bisnis menjaga internet indonesia data bocor kemana blokirkominfo nsekarang hastag ilang ;Negatif
 donk nsudah dengar data bepejees bocor xaa ;Negatif
 percaya kasih gamenya bandit data aja bocor game gampang dibajak ntar ;Negatif
 data bocor salah pemerintah salah oknum pemerintahannya gua udah kehilangan harapan menyadarkannya ;Negatif
 sok sok search engine nyimpen data warga aja bocor ;Negatif
 nak tau kerajaan jaga data peribadi rakyat dah bocor kena tukar nombor telefon macamana ;Negatif
 sebenernya niat kominfo tuh bagus cuman kalo cuman sekedar omongan tulisan tindakan aja bilangnya bikin privasi aman bocor data datanya blokirkominfo psemelanggarham blokirgakpakemikir ;Negatif
 temen checking taunya utangnya gprnh utang samsekk kah curiga data bocor ;Negatif
 menduga dapet kek gini buka rek bri nini data bri bocor gmn sih njir ;Negatif
 pantes aja data kpndudukan juta jiwa bocor kesadaran privasinya modelnya ;Negatif
 heran telat daftarnya menjamin privasi penggunanya njangan gaya pusat saklar off gak sistem keamanannya ampas nik data ktp bocor dll ;Negatif
 kedownload genshin pake data engga hotspot sengaja kebuka bocor deh wkwkw ripp;Negatif
 concern player laptop karna kena virus masukin data dirimu link web abal takutnya phisinh kena malware ransomware virus nemail regis email udh masuk web bocor ;Negatif
 mjb habis kena phishing ngasih data akun link web abal abal datanya diambil hacker trus tinggal dibobol aja emang udah kebocoran data shop nih trus datanya bocor pass email bocor ;Negatif
 hla bukane data rakyat wes bocor ;Negatif
 poin bikin ngakak aowkwkwk sadar data dipegang kominfo udh bocor brp kali buzzer tomlol ;Negatif
 tertib administrasi data masyarakat lokal breach even data jokowi viral bbrp data presiden lohh jdi pse pse privasi masyarakat aja bocor tante lawak kali ;Negatif
 tekan pse dihapus jgn mrk akses data mrk akses data utk bukti dsb lwat jalur hukum bkn kek gini trs mrk akn jaga data aman sdh berkali data bocor amp;Negatif
 tetep aja udh buka dukung data taruhannya ngaku ngaku ngakses liat aja awas aja kalo bocor blokirkominfo blokirgakpakemikir ;Negatif
 data bocor udah kelar klo data bocor pin rekening bank otp password aja panggilan penagih hutang mengklik link phising ditelpon penipu ;Negatif
 dipaksakan kebijakan aturannya data bocor pinjol penipuan sms ;Negatif
 platform paypal steam dll platform usia nya setaun taun doang puluhan taun keamanan udh indo gimana data bocor aja plunga plongo seenggak nya kalo blokir sediakan platform cadangan main blok ;Negatif
 sadar bang kebanyakan platform blok platform karna gampang ngikut regulasi kemaren sempet data masyarakat bocor pemerintah mikir masuk regulasi indo ;Negatif
 udah nomor asing nelp pas dicek getcontact kenal data bocor dimana ;Negatif
 iya kah review data bocor apk ngeri naku pake shopee suka nginput manual klo dipake klo gojek habis pake kosong gak sih ;Negatif
 vpn pribadi nih wkwk data bocor ;Negatif
 ngomong kalo daftar pse butuh liat data pengguna data masuk kominfo amp;Negatif
 scan ktp nperlu yah udah bgt clickbait calon data bocor ;Negatif
 data bocor asing ;Negatif
 densi mah bacot doang ilmu nya kagak nyampe bilang pake jual data bocor aplikasi lokal milik pemerintah sampe kartu vaksin presiden aja bocor publik ;Negatif
 data beserta bocor data kominfo aja bocor ;Negatif
 hack data bocor literally figuratively ;Negatif
 emang pake vpn bpjs emang data kependudukan pake vpn nggak ttp bocor nkalo pilihan resikonya jujur nih mon maap mending pake vpn least akses ;Negatif
 sok mengamankan data ktp penduduk aja bocor kmn ;Negatif
 data pengguna bocor bubar ganti rugi masyarakat datanya bocor ntrus berani bilang qiu qiu judi ;Negatif
 mas paham konteks mnrt asumsi pake vpn bahaya dll nlha pake vpn aja data aja ttp bocor blokir kontradiktif ;Negatif
 emmbeer ndata penduduk indonesia bocor pemerintah mewajibkan registrasi kartu sim dalih keamanan ningat dalihnya keamanan nkemudian muncul xef ktp xef tkc memakai nik amp;Negatif
 nggak pakai vpn aja data bocor mbak polisi ;Negatif
 perduitan embel online udah ngeri dah belom appnya rawan bocor data hadehh ;Negatif
 ektp udah fotokopi datanya jebol dijual telp gampang jebol dijual bebas data vaksin buruknya data aparat mengabdi polri jajaran data agen intel bocor kominfo just silent ;Negatif
 gimana yak ngeblock cari pengganti sebanding gak penggantinya coba nmending ngurusin nomor gak dikenal nawarin pinjaman data rakyat bocor blokirkominfo ;Negatif
 data bocor lohh ;Negatif
 data penduduk udah bocor diperjualbelikan forum udah terlanjur basah catatan gausah sok akrab manggil sobat ;Negatif
 ngeri kalo keinget taun data bpjs bocor dijual forum xac ;Negatif
 gausah pake vpn aja data bocor hadeh aneh ;Negatif
 kek data belom bocor aja spam iklan pinjol laknat chat judi online noh buanyak sekalee urus vpn skrg byk tutorialnya buka situs diblokir vpn ;Negatif
 bpjs aja kemarin datanya bocor kalo langsung panggil dpr nya cerca abis abisan inget facebook kalo perusahaan asing kebocoran data user kejar abis abisan kalo indonesia blokirkominfo ;Negatif
 kemaren data bocor bpjs telkomsel gmn kelanjutannya blokirkominfo ;Negatif
 pas pse rame nya kena hujat aja data vaksinasi bocor situsnya rentan kena hack aja situs kena ddos aja langsung down tau sndri buruknya keamananny ;Negatif
 nih polwan data bocor data bocor aja kagak sikat pret ;Negatif
 data bocor berdaulat ;Negatif
 pakai vpn data bocor nikuti pemerintah aja biar data nggak bocor ;Negatif
 gak malu ngomong kek gini diketawain kucing nooh nsok iye ngomongin data kek data blm bocor aja ncoba deh masuk deep web kek ngeri ngeri sedap ;Negatif
 pake vpn pake bpjs aman data bocor tuh kemarin xef ;Negatif
 data tuhan dah bocor enak nich ;Negatif
 negeri data warganya bocor kemana vpn ;Negatif
 dengerin gaes data bocor loh neh ;Negatif
 data pribadi bocor sempet share trus nyinyir emang sepenting orang ambil dataku nga orang paham sih privasi nudah chat pake kalo privasi suami bahas duit ;Negatif
 gausah pake vpn aja udh bocor bundaa huft coba bocorin data data usut ;Negatif
 data kejual bocor gara keamanannya ahsudahlah ;Negatif
 kebijakan pendaftaran pse keamanan data pribadi pengguna internet negara aman nik ktp presiden aja bocor publik contoh tuh ;Negatif
 data bocor negeri tercinta btw bahas sisi positif pakai vpn biar berimbang ;Negatif
 aneh serasa pinjaman ajuhkan pakai rawan data privasi bocor ;Negatif
 whoaa udh bocorin aja nih kisi kisinya kek data pribadi ajee bocor ups ;Negatif
 jaringan raksasa aja kadang kecolongannya udah rutin bocor pengen ngelola percaya nmending berbenah website sesamanya benerin tampilan isinya berantakan abis komitmen jaga data dah ngimpi menciptakan ;Negatif
 melindungi publik data bocor cuman ngeblok web webnya tetep jalan bilang melindungi publik ;Negatif
 mending urusin keamanan data aja bro pse keamanan web kominfo aja jebol anak smk web pse kalo data bocor pse rugi gede masyarakat uang nya paypal ;Negatif
 gmn percaya data serahkan pemerintah udh bocor suka salahgunakan ;Negatif
 data warga bocor diselesaikan ngadu nasib nom john sms kalo gak diteruskan salah keluarganya nyanyi sikok duo jam nonstop gak ;Negatif
 yah kejahatan nih negara data privasi warganya aja bocor disengaja dijual ;Negatif
 poin vpn data udh bocor situs govt nya ;Negatif
 yah ngomong data bocor pake vpn data emang udah bocor ;Negatif
 data ektp aja bocor pake vpn bakso ;Negatif
 percaya developer vpn sih drpd negara bodo data bocor ama emg negara gak bocorin data kependudukan ;Negatif
 hahh ngeri bgtt   dipake org jahat bgt tuh data sekelas ktp org nama bel aja trs nama karna dapet tagihan amazon pdhl mesen barang gimana kalo ktp paspor bocor habis gue ;Negatif
 kominfo ginian kemana nih kemarjn paypal sumber penghasilan freelancer aja diblokirin kaya gini blokir kominfo aja kah biar data bocor ;Negatif
 yakali perusahaan internasional tau bgt keamanan data indo kek gmn bocor tingkat kesadaran masyarakat indo thd privacy data rendah bgt can see nghubungi dosen pake pribadi like helloo ;Negatif
 data terlanjur bocor ;Negatif
 data penduduk bocor mengancam demokrasi nya jorok ;Negatif
 awas aja kalo ntar data bocor ;Negatif
 kominfo tuh emangnya semudah paypal steam ngasih data pengguna aturan masuk akal tertulis aturan menteri kominfo berhak data privasi pengguna data bpjs ktp aja bocor skrng bnyk spam pdhl akun bisnis lho ;Negatif
 gak pake vpn aja data udah bocor ;Negatif
 tokped bpjs nomer telpon gatau dah tuh data bocor gimana kelanjutannya wkwkw ;Negatif
 kominfo kecolongan data penduduk indonesia bocor dilelang ;Negatif
 pse sebenernya data presiden bocor yaa kaum ecek ecek gimane njir wkwkwk ;Negatif
 alasan paypal enggan bertentangan kebijakan privasi kominfo kecolongan bocor data juta data penduduk indonesia ktp nik alamat telepon sampe rekening bank paypal disuruh mempercayakan data nasabahnya kominfo ;Negatif
 data base syurga dah bocor aelah kocak geming ;Negatif
 kayaknya lupa data anggota polri bocor ;Negatif
 data base surga allah tau sampe bocor lho ditangan negara ;Negatif
 udah bayar pajak beli game pajaknya dipake pemerintah pemerintah kelola data datanye bocor udah gitu make vpn vpn dilarang maunye ape batu ;Negatif
 mknya bny data bocor ;Negatif
 negara beralih paytren paytren gugat bekukan kebocoran data heboh data bocor kabarnya data msih sakut pautnya pemilu memangnya ;Negatif
 segampang sih data masyarakat bocor ktp bpjs dll ngimana percaya undang undang keluarkan rubah rubah ekspose publik sembunyi ;Negatif
 data bocor nkaya bocor aja buk dapet sms togel benerin ;Negatif
 data bocor dah ;Negatif
 bocorin data ngga install vpn registrasi pemerintah aja udah bocor ;Negatif
 ngomong data bocor kayak data belom bocor aja  ;Negatif
 data menjamin pemerintah disalahkan hacker berevolusi bocor skrg cepat lambat kejadian faktor orang hacker canggih bukti sejarah pse blokirkominfo ;Negatif
 data penduduk bocor mengancam menakut nakuti hidup dinegeri komunis ;Negatif
 awas aja data pengguna bocor gara ikutan pse memalukan judi msih berkeliaran benalu masyarakat ;Negatif
 data pengguna pse dilindungi pemerintah bocor nartinya hidup penduduk wakanda aman mata matai mata matai ;Negatif
 dijual datanya data peserta bpjs bocor bpjs bumn negara blm melindungi data penduduknya mengeruk keuntungan rakyat sembari bilang negara gak ;Negatif
 kebocoran data akibat platform milik pemerintah data jual bocor kebanyakan data kumpulkan pemerintah langsung ;Negatif
 upgrade ovo foto ktp nama kandung selfie foto dll alasan keamanan klasik banget data bocor ;Negatif
 pake vpn data bocor mba bpjs gimana kabar ;Negatif
 pastikan penyedia jasa turnitin pake gratisan sampe berbayar bener bener trusted dipercaya menjamin data beneran aman njangan sampe kecolongan data bocor jurnal skripsi ;Negatif
 data warga sipil aja bocor daftar aplikasi kek pertamina kaga kerjaan mending kuatin sistem safedata warga kite blok kaga takut akherat hisablu gegara indonesia nuntut ;Negatif
 skrg nyuruh cerdas dewasa ditelisik perusahaan gitu gamau daftar coba percaya datanya aman dipegang kominfo orang data negara aja bocor ;Negatif
 udah vaksin yes hati pantau rekening data pribadi lengkap bocor hasil ketidakmampuan kemenkes ;Negatif
 permasalahan data bocor aja ngga diselesaikan tuduh menyalahkan nmau ngatur platform mending kalo platform alternatif ndikit blg anak bangsa ndikata bikin platform semudah telur ceplok ;Negatif
 vpn data udah bocor wkwkwkwk ;Negatif
 ponsel akuh beli kartu prabayar langsung sms pinjol parahnya sms menyertakan real nameku artinyakan data bocor lapor kemana orang kominfo kaya gitu game judi online aja paham ;Negatif
 heleh pake vpn aja data bocor luber kemana nsalah coba ;Negatif
 horee data pribadi nomor bocor semenjak pse ;Negatif
 perlindungan data pribadi aja keamanannya akses ama platform digital dah security kominfo canggih inget data bpjs bocor gimana data pribadinya telkomsel bocor ;Negatif
 nda pake vpn data bpjs bocor ;Negatif
 emang nder skrg biar gak bocor data ;Negatif
 elah data presiden aja bocor pake gaya gayaan ;Negatif
 kalo sekelas paypal sampe bocor data nya duit freelance ilang ;Negatif
 data bocor pse gunanya lindungi data bocor ;Negatif
 gak kalo blok gak lucu kominfo nya dah daftar pse aja berita data bocor ;Negatif
 pake vpn data udah bocor kemaren a ;Negatif
 jarang nongol pergi surga nyari bocoran data surga gokil data surga aja bocor loh data masyarakat indonesia ;Negatif
 data aja udh dijual belikan diluar amp;Negatif
 ktp data pribadi bocor ;Negatif
 data penghuni surga bocor bumi  ;Negatif
 atuh data bocor tinggal blokir web ngebocorin ;Negatif
 kali kontra kalo emang data bocor tuntut via pengadilan smua pemerintah ngatur melanggar hak akses aja ;Negatif
 skrg klo emang penegakan hukum dijamin data bocor sembarangan historisnya aja kominfo ngebiarin aja data pengguna bocor neror org sepakat kebijakannya ;Negatif
 data bocor pake aja gaguna teh cocoknya pinjol ;Negatif
 lha trus kalo data ktp sampe bocor diperjualbelikan trus salah adek gitu nkalo udah tau kerjaannya cuman ngawasi yaudah awasi aja gausah sok sok blokar blokir blokirkominfo blokirgakpakemikir ;Negatif
 maren kayanya berkoar menanggulangi kebocoran data mah bocor udah jebol tanggul   ;Negatif
 tpi pse akses data pemerintah platform terdafatar data bocor tanggung blokirgakpakemikir blokirkominfo ;Negatif
 sok bikinin platform lha jaga data pribadi masyarakat aja kayak saringan bocor ;Negatif
 kemarin data bocor cuci tangan alah ;Negatif
 big data malaikat ridwan bocor aruf amin ;Negatif
 pantes data gua bocor sampe tukang open slot judi dll suka dtg gara staff komintolnya aja gabisa jaga privasi orang sok sok bgt ;Negatif
 takutin sekalin privasi ilang ditambah data bocor ;Negatif
 faktanya data ktp udah bocor melindungi kedaulatan gimana sih jujur aja deh ngetweet gini dibayar sampe rela sampe membodohi gini ampun ;Negatif
 melebar neh data bocor kalo gini ;Negatif
 data bpjs aja bocor jual murah nkominfo nya ;Negatif
 data bocor instansi pemerintahan ups nmending benerin aja mikirin next stepnya sok keras big tech companies kalo kitanya emang butuh banget ;Negatif
 data bpjs aja bocor data google bocor data pse bocor ntadinya hrus bayar google bayar dah ;Negatif
 negara nggak provider plat merah duit gede banget paket datanya mengakses aplikasi pajak tranformasi digital nkalau data lha data ktp aja dikelola negara bocor kemana ;Negatif
 cuek daftar pse data privasi pengguna indonesia bocor bear ketimbang daftar pse ;Negatif
 dihujat lbh disuruh utk membenahkan bertindak seh jgn sampe data bocor terulang krn yah rakyat indonesia dirugikan khan pse nya dukung jgn pandangan ;Negatif
